Label	FRx	FRy	KKx	KKy	Outcome	Cluster	Entity
GeorgiaTech	0.885910270281549	0.254564447061269	0.0308120135815994	0.384153157990634	1	2	1
CentralMichigan	0.417511593979279	0.254342467513807	0.38951051092356	0.689336059145196	1	7	1
Purdue	0.266506996180047	0.261566779588671	0.487969952917911	0.927677814878058	1	5	1
Colorado	0.338992853517535	0.894928328838109	0.87663484853032	0.491624283417814	1	10	1
ColoradoState	0.230125463998489	0.807860936258586	0.841101136773785	0.273026314098612	1	9	1
Connecticut	0.722944426624574	0.129034347778129	0	0.573980434784367	1	7	1
EasternMichigan	0.606385520601564	0.113047129380662	0.0878540992208246	0.679449007662033	1	7	1
EastCarolina	0.777463780532334	0.441957616554299	0.199887100437355	0.306243573219592	1	3	1
Duke	0.812501887964302	0.22176879832431	0.0773485421901056	0.507256447231513	1	2	1
FresnoState	0.241523646320931	0.690036241644825	0.747642963691627	0.701090492462226	1	1	1
OhioState	0.18919613438718	0.398496011702883	0.658936164187575	0.903760371435661	1	5	1
Houston	0.717769172581846	0.712809328359275	0.484662343062275	0.203861722178563	1	3	1
Rice	0.369231181716696	0.74292488371692	0.703676627618225	0.502576006274204	1	1	1
Idaho	0.339843765488537	0.655981584124519	0.676291245632486	0.395238220626547	1	9	1
Washington	0.136139516092412	0.620393804630466	0.772215406309202	0.742767810353432	1	4	1
Kansas	0.585447948153186	0.907294029997384	0.7098654220885	0.310659334700056	1	10	1
SouthernMethodist	0.499413941468566	0.722167036932441	0.576296661256221	0.378443944174293	1	1	1
Kent	0.337770134530813	0.0177070124451732	0.309396293918345	1	1	7	1
Pittsburgh	0.493887069219733	0.0783738993067211	0.224080518973951	0.861422045631145	1	6	1
Kentucky	0.932198136059422	0.480493720392836	0.10916391084285	0.191477012948983	1	8	1
Louisville	0.843052734628609	0.494672532111927	0.179172939020002	0.211767750301072	1	3	1
LouisianaTech	0.57087620462138	0.523258604186181	0.420971930034588	0.469812349470422	1	8	1
LouisianaMonroe	0.775829745062614	0.553476689283934	0.314570550790444	0.292323097156246	1	8	1
Minnesota	0.408137384998273	0.454548542175988	0.514989124383993	0.678702449800124	1	5	1
MiamiOhio	0.50044207059918	0.180004893365172	0.251460609191436	0.736212018439657	1	7	1
Vanderbilt	0.888046459611039	0.372385579798595	0.0863614943567741	0.319149206560377	1	8	1
MiddleTennesseeState	0.709902327834709	0.450402808180164	0.277132051807754	0.388612593023342	1	8	1
Illinois	0.279061768631303	0.461283451778632	0.576465236791715	0.719705579495454	1	5	1
MississippiState	0.878701350872896	0.565738403932114	0.256548030201736	0.100957460965999	1	8	1
Memphis	0.858523129293521	0.674616904312468	0.337285947747308	0.0908016721385319	1	3	1
Nevada	0.267989484533346	0.76749332596367	0.822747977116761	0.436357018422909	1	1	1
Oregon	0.0616943819814385	0.625846633254794	0.852439073865167	0.677183980704935	1	4	1
NewMexicoState	0.60716815801601	0.703603131020872	0.543275847396393	0.139145901501497	1	9	1
SouthCarolina	0.871897793443848	0.443025570563412	0.210819434035365	0.237554545402537	1	8	1
Ohio	0.37083772728662	0.2006619274419	0.410043217109839	0.903392137019894	1	7	1
IowaState	0.433709572374425	0.716549007144219	0.69011868832289	0.635352710202603	1	10	1
SanJoseState	0.271418191444196	0.833838674061713	0.869056820089946	0.57279217524022	1	1	1
Nebraska	0.430500645086338	0.836433989953426	0.798433758538545	0.592641376208282	1	10	1
SouthernMississippi	0.842113123246042	0.725013856192017	0.447508602091296	0.091446668751051	1	3	1
Tennessee	1	0.573276504314555	0.190711238325359	0.0593204664890365	1	8	1
Stanford	0.137608341756077	0.792090189510049	0.906828494880657	0.650358259482611	1	4	1
WashingtonState	0.0933147898731292	0.742433391084933	0.943402901214425	0.53820750514919	1	4	1
Temple	0.597161774648175	0.0600752623124748	0.141536651028567	0.780436375801997	1	6	1
Navy	0.596596731782073	0.353091599596957	0.352456544217581	0.547175078905407	1	6	1
TexasA&M	0.411576960254365	0.908459845233992	0.805846779238194	0.47377125871783	1	10	1
NotreDame	0.369330886564707	0.501613291833972	0.610018243486984	0.739524998286491	1	6	1
TexasElPaso	0.36838290879	0.860087464677887	0.780705274646628	0.357396882125608	1	1	1
Oklahoma	0.465680085477545	1	0.881008196180816	0.273913355548841	1	10	1
Toledo	0.430808380247165	0.108784000512256	0.249182488924254	0.8199626783929	1	7	1
Tulane	0.74801026763914	0.633157707369049	0.353778508564634	0.215504520868541	1	3	1
Mississippi	0.818584607436165	0.644128230193312	0.394042362125077	0.0829565182192991	1	8	1
Tulsa	0.457221558469507	0.651699822282014	0.544879755361893	0.471127766508259	1	1	1
NorthCarolina	0.686158548609525	0.224712333928402	0.165720673971216	0.608121561457774	1	2	1
UtahState	0.383118188957693	0.826712694131432	0.741992978540986	0.132976808654885	1	9	1
Army	0.677039928635982	0.550447323968294	0.367720701504588	0.321480803987944	1	3	1
Cincinnati	0.661151351970675	0.490493592362345	0.353440046591129	0.437405057387479	1	3	1
AirForce	0.361631293959764	0.60212156192355	0.59469739645072	0.422492592413149	1	9	1
Rutgers	0.496864691391655	0.143024578211807	0.330624251961193	0.843482010120047	1	6	1
Georgia	0.952191215684352	0.530911745615232	0.180516175014481	0.110690920733599	1	8	1
LouisianaState	0.964090025364832	0.638059318025658	0.300048682633946	0	1	8	1
LouisianaLafayette	0.702206600956758	0.797385152957188	0.547868284704052	0.0897717827504733	1	8	1
Texas	0.490736784909501	0.948888834474023	0.799808414013119	0.228385393331288	1	10	1
Marshall	0.398361838967655	0.0491771443417999	0.188368200240267	0.938125652565227	1	7	1
MichiganState	0.291602769445419	0.359731424933626	0.563330098231895	0.945106786455425	1	5	1
MiamiFlorida	0.483627404932952	0.275926067902513	0.382632167349963	0.731893255169952	1	6	1
Missouri	0.548744718310507	0.715565002237068	0.59918561855097	0.540454863495389	1	10	1
Clemson	0.833226786747863	0.337530973557627	0.183068614191625	0.454669082223112	1	2	1
NevadaLasVegas	0.413031197868046	0.767735813301271	0.665424189943521	0.245580084362073	1	9	1
WakeForest	0.87952421948624	0.192676474684162	0.0048241213672565	0.465631116038487	1	2	1
Indiana	0.490598167532243	0.391595480162936	0.400984923667981	0.619106333386526	1	5	1
OklahomaState	0.568956965348737	0.93480633043554	0.719990238112585	0.269153938162905	1	10	1
OregonState	0.0071104359514612	0.754557572481592	1	0.598272593141934	1	4	1
Maryland	0.798426797432549	0.164690498122809	0.0515479678582164	0.557828470157522	1	2	1
TexasChristian	0.407967673359782	0.628410110184673	0.583565947916693	0.582155430875318	1	1	1
California	0.0302779503265255	0.683221017979152	0.8935895329944	0.739032431880642	1	4	1
AlabamaBirmingham	0.801093407584502	0.691741759366418	0.387791627581677	0.158117351473385	1	3	1
Arkansas	0.890447834109583	0.638195352633339	0.385491173011639	0.00866320752876606	1	8	1
Hawaii	0.322412658747609	0.693550287196661	0.669234999250146	0.573885766191777	1	1	1
